herb_sanskrit,varga_category,synonyms,classical_properties,raw_karma_sanskrit,english_disease,english_herb,botanical_name,english_guess,source_text,source_verse_ids
खर्बूजम्,आम्रादिफलवर्गः,"दशाङ्गुल, खर्बूजा","Guna: गुरु, स्निग्ध | Virya: शीत","मूत्रल, बल्य, कोष्ठशुद्धिकर, स्वादुतर, वृष्य, पित्ता-अनिलापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0500
गुवाकः,आम्रादिफलवर्गः,"घोरण्ट, पूगी, पूग, गुवाक, क्रमुक","Rasa: कषाय | Guna: गुरु, रूक्ष | Virya: शीत","कफ-पित्तजित्, मोहन, दीपन, रुच्य-आस्यवैरस्यनाशन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0505
तरुणः,आम्रादिफलवर्गः,,Rasa: मधुर | Guna: लघु,"मदकर, श्लेष्मल, वात-पित्तघ्न, सस्नेह, सर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0509
बिल्वः,आम्रादिफलवर्गः,"बिल्व, शाण्डिल्य, शैलूष, मालूर, ओफल ,",,"ग्राहिणी, कफ-वाता-आम-शूलघ्नी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0511
अन्यच्च,आम्रादिफलवर्गः,"बिल्वफल , बिल्वकर्कटी, बिल्वपेशिका","Rasa: कटु, कषाय, तिक्त | Guna: लघु, स्निग्ध | Virya: उष्ण","ग्राहि, दीपन, पाचन, वात-कफापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0512
कपित्थः,आम्रादिफलवर्गः,"कपित्थ, दधित्थ, पुष्पफल, कपिप्रिय, दधिफल, दन्तशठ",Rasa: कषाय | Guna: लघु,"संग्राहि, लेखन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0514
अपरम्,आम्रादिफलवर्गः,,Rasa: अम्ल | Virya: उष्ण,"दुर्जर, वातहृत्, सर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0518
कुपीलुः,आम्रादिफलवर्गः,"तिन्दुक, जलद, दीर्घपत्रक, कुपीलु, कुलक, काकतिन्दुक, काकपीलुक, काकेन्दु, विषतिन्दु, मर्कटतिन्दुक",Rasa: तिक्त | Guna: लघु | Virya: शीतल,"वातल, मदकृत्, व्यथाहर, ग्राहि, कफ-पित्ता-अस्रनाशन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0522
राजजम्बू,आम्रादिफलवर्गः,"फलेन्द्रा, नन्दी, राजजम्बू, महाफला, सुरभिपत्रा, महाजम्बू",Rasa: स्वादु | Guna: गुरु,"विष्टम्भि, रोचन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0523
जलजंबुका,आम्रादिफलवर्गः,"क्षुद्रजम्बू, सूक्ष्मपत्रा, नादेयी, जलजम्बुका",Guna: रूक्ष,"संग्राहिणी, कफ-पित्ता-अस्र-दाहजित्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0524
प्राचीनामलकम्,आम्रादिफलवर्गः,पनीयामलक,,"दोषत्रयजित्, ज्वरघाति",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0531
लवली,आम्रादिफलवर्गः,"सुगन्धमूला, लवली, पाण्डु, कोमलवल्कला","Rasa: स्वादु, अम्ल, तुवर | Guna: विशद, गुरु, रूक्ष","लवलीफल-अश्म-अर्शः-कफ-पित्तहर, रोचन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0532
राजादनः,आम्रादिफलवर्गः,"राजादन, फलाध्यक्ष, राजन्या, क्षीरिका","Guna: स्निग्ध, गुरु | Virya: शीत","वृष्य, बल्य, तृष्णा-मूर्च्छा-मद-भ्रान्ति-क्षय-दोषत्रया-अस्रजित्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0540
विकङ्कतः,आम्रादिफलवर्गः,"विकङ्कत, स्रवावृक्ष, ग्रन्थिल, स्वादुकण्टक, यज्ञवृक्ष, कण्टकी, व्याघ्रपाद्",Rasa: मधुर,सर्वदोषजित्,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0541
पद्माक्षम्,आम्रादिफलवर्गः,"पद्मबीज, पद्माक्ष, गालोड्य, पद्मकर्कटी","Rasa: कषाय, तिक्त, स्वादु | Guna: , गुरु, रूक्ष | Virya: शीत","विष्टम्भ, वृष्य, गर्भसंस्थापक, कफ-वातकर, बल्य, ग्राहि, पित्ता-अस्र-दाहनुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0542
मखान्नम्,आम्रादिफलवर्गः,"मखान्न, पद्मबीजाभ, पानीयफल",,गुणेषु - पद्मबीजतुल्य,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0543
शृङ्गाटकम्,आम्रादिफलवर्गः,"श्रुङ्गाटक, जलफल, त्रिकोणफल","Rasa: स्वादु, कषाय | Guna: गुरु | Virya: शीत","वृष्य, , ग्राही, शुक्रा-अनिल-श्लेष्म-प्रद, पित्ता-अस्र-दाहनुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0544
मधूकः,आम्रादिफलवर्गः,"मधूक, गुडपुष्प, मधुपुष्प, मधुस्रव, वानप्रस्थ, मधुष्ठील मधूलक",Rasa: मधुर | Guna: गुरु | Virya: शीतल,"बृंहण, बल-शुक्रकर, वात-पित्त-विनाशन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0546
परूषकम्,आम्रादिफलवर्गः,"परूषक, परुष, अल्पास्थि, परापर","Rasa: कषाय, अम्ल | Guna: लघु",पित्तकर,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0548
तूतः,आम्रादिफलवर्गः,"तूत, पूग, तूल, क्रमुक, ब्रह्मदारु",Rasa: स्वादु | Guna: गुरु | Virya: शीत,"पित्ता-अनिलापह,",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0550
स्वाद्वम्लं,आम्रादिफलवर्गः,,Guna: लघु,"दीपन, रुच्य, किञ्चित्-पित्तकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0554
अम्लम्,आम्रादिफलवर्गः,,Rasa: अम्ल,"पित्तजनक, वात-कफापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0555
बहुवारः,आम्रादिफलवर्गः,"बहुवार, शीत, उद्दाल, बहुवारक, शेलु, श्लेष्मातक, पिच्छिल, भूतवृक्षक","Rasa: मधुर, तुवर, तिक्त | Guna: रूक्ष","केश्य, कफ-पित्तहृत्, विष्टम्भि, पित्त-कफा-अस्रजित्, विष-स्फोट-व्रण-वीसर्प-कुष्ठ-नुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0556
कतकः,आम्रादिफलवर्गः,"पयःप्रसादी, कटक","Rasa: मधुर, तुवर | Guna: गुरु | Virya: शीत","नेत्र्य, जलनिर्मलताकर, वात-श्लेष्महर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0558
क्षुद्रखर्जूरी,आम्रादिफलवर्गः,"भूमिखर्जूरिका, स्वाद्वी, दुरारोहा, मृदुच्छदा, स्कन्धफला, काककर्कटी, स्वादुमस्तका","Rasa: मधुर | Guna: स्निग्ध, गुरु | Virya: शीत | Vipaka: मधुर","रुचिकर, हृद्य, क्षतक्षयहर, तर्पण, रक्त-पित्तघ्न, पुष्टि-विष्टम्भ-शुक्रद, कोष्ठ-मारुत-हृत्, बल्य, वान्ति-वात-कफा-पह, ज्वरा-अतिसार-क्षुत्तृष्णा-कास-श्वास-निवारक, मद-मूर्च्छा-मरुत्-पित्त-मद्यो-द्भूतगदान्तकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0562
